0.2665259,0.10882423,0.04137594,-0.22944205,-0.056547046,0.01656373,-0.21283183,-0.023772797,-0.057027325,0.12964661,-0.1269187,-0.20482917,-0.11526408,-0.1689585,-0.019807477,-0.14382389,0.019790314,-0.17553812,-0.3586318,-0.055881765,0.19219866,0.047883693,0.17486373,0.19491535,-0.1328592,-0.28741136,0.036377244,-0.0221418,0.054914244,0.12126212,-0.24864417,0.06197434,-0.16341946,0.01044191,-0.17188007,-0.15170772,0.09274779,0.057326686,0.092720784,-0.252308,-0.20618866,-0.3983674,-0.05093799,-0.12805265,0.037540164,0.117047265,0.15871084,-0.02522745,-0.3252784,0.09736787,0.23512077,0.30646122,0.3004004,0.0011954238,0.09915123,-0.11970035,0.123181015,-0.04195953,-0.16738135,0.21102214,-0.031921573,-0.058739316,0.16899118,-0.04439438
0.18863796,0.11082425,-0.05577788,-0.49246508,0.32140934,0.26346928,-0.10946858,-0.48664954,-0.4391712,0.32093668,-0.19217297,-0.16066445,0.12635419,-0.04959887,-0.22179279,-0.27996847,0.10283297,0.058071703,-0.4307431,0.043981344,0.24851756,-0.057586268,0.27379176,0.2737688,0.0566543,-0.1203585,0.2214968,0.37818083,-0.1999779,-0.0544321,-0.10503612,0.12153573,0.11065357,0.051588986,0.12585554,0.12588127,0.19236103,0.16484053,-0.22273545,-0.0033262079,-0.1438406,-0.2455552,-0.21627139,0.19539768,0.14296427,-0.053688645,-0.3176369,-0.13297835,-0.5165499,0.1524121,0.1303799,-0.10422107,0.07384134,0.18261188,-0.032616895,-0.30866513,0.26845556,0.034766003,0.22558856,-0.18741491,-0.33694357,0.11844454,0.42382365,0.010356092
-0.07856399,-0.15001914,0.06828809,0.0700545,0.087354794,0.0010549682,0.17908359,0.1014714,0.0033925753,-0.12969144,0.23413461,0.16622666,0.35209778,-0.23779942,-0.49784753,-0.14299911,-0.047728114,0.4489216,0.13691486,-0.027296156,0.043869745,-0.13220721,0.048080653,0.0016527388,0.014829861,-0.14213714,-0.045678794,0.07258261,-0.05846982,0.16728024,0.14161013,-0.046429727,0.29480132,-0.10677069,-0.07867359,0.30819368,0.13741776,0.17269696,-0.28813085,-0.26728815,0.33598712,0.2673165,-0.3813435,0.11986272,-0.17515033,-0.08325807,0.01718757,0.10054578,-0.0447416,-0.17310192,-0.37571448,-0.30242008,-0.10109292,0.26240793,-0.5044524,0.31601897,0.19626702,0.37841597,0.3464785,-0.27432343,0.0871795,0.016822431,0.3819974,-0.009241108
0.1525515,0.04965803,-0.036661852,-0.2695735,0.39229658,0.51004535,0.003529845,-0.44181135,-0.6020871,0.4068697,-0.08221471,-0.065963775,0.03236771,-0.094892524,-0.38475025,-0.32958528,0.0042211423,0.11304609,-0.37378854,-0.061021134,0.2728075,-0.1932366,0.42042285,0.2927424,0.16709822,-0.048862353,0.047110748,0.4777773,-0.08936058,-0.046079848,-0.108066514,0.075650394,0.07744856,0.09108883,0.31179568,0.002115285,0.11964757,0.20975903,-0.23049186,0.1363606,-0.24540628,-0.02228485,-0.18682182,0.16493084,0.22039914,0.1491159,-0.3929008,-0.33630374,-0.46086037,0.19077882,0.13230275,0.030782323,0.23824157,0.21103308,0.07343484,-0.3151181,0.36763158,0.17742543,0.39192906,-0.26776335,-0.48650894,0.09813063,0.56170374,0.19893223
0.12651274,0.055437688,-0.043416303,-0.22269575,0.39491543,0.5296107,-0.023602786,-0.39325264,-0.5644136,0.42009792,-0.05368844,-0.059414327,-0.031388868,-0.083393775,-0.38754886,-0.33135343,-0.015637793,0.11736027,-0.37523708,-0.10093957,0.28876227,-0.23195001,0.4140132,0.32922536,0.17547612,-0.0010597669,0.027909791,0.45632577,-0.045267478,-0.0127243465,-0.12816113,0.11720519,0.07139299,0.07430454,0.29253477,-0.04095526,0.090742186,0.18959126,-0.2130766,0.15080278,-0.26905602,0.00037443044,-0.15518019,0.1259329,0.24527861,0.1659175,-0.40880704,-0.37396717,-0.45727044,0.19818434,0.1897433,0.086192876,0.25437072,0.21858063,0.15529776,-0.29094893,0.37252963,0.16588101,0.38803193,-0.25572217,-0.47137007,0.07988196,0.52606666,0.27343854
0.23365556,0.08916872,-0.09533606,-0.5361989,0.28595853,0.13814276,-0.19947849,-0.5032747,-0.3602793,0.17289802,-0.15988092,-0.21649304,0.054225072,-0.008560823,-0.15339604,-0.303682,0.100649536,-0.009351654,-0.44599032,0.028957194,0.25298408,-0.011833347,0.24683467,0.32259157,-0.03960799,-0.11925277,0.2812321,0.25595346,-0.17324239,0.021333762,-0.110378996,0.12401165,0.08954607,-0.023489298,-0.002710532,0.023363536,0.2748801,0.12344414,-0.19121519,-0.15050341,-0.1845063,-0.3912165,-0.22526969,0.07946193,0.12935586,-0.17199498,-0.23893304,-0.0012481625,-0.53183544,0.18467821,0.15768085,-0.10142346,0.035666104,0.26284972,-0.033040408,-0.33330277,0.21934941,0.019550033,0.1196461,-0.07567619,-0.25832665,0.06932205,0.35614645,-0.09919421
0.103916086,-0.025931668,0.20593157,-0.14930299,-0.008009946,0.16049244,-0.27065638,0.31408378,-0.26270267,0.5831704,-0.022100998,-0.27941874,-0.15786335,0.010606938,0.031086212,-0.11451768,-0.2828585,-0.12683381,-0.110963754,0.11317963,0.07241149,0.20459792,0.11048224,0.30075207,-0.069668755,0.016823633,-0.17414053,-0.06854447,-0.037284672,0.099180035,-0.22338685,0.033034857,-0.23581819,-0.37439436,-0.013687861,0.13037089,0.19318336,0.105909206,-0.12627487,-0.29463804,-0.3783648,-0.43152693,-0.1633507,-0.03437689,0.23819306,-0.015724612,0.06522565,-0.14024995,-0.26343912,-0.13060269,0.23191072,0.339568,0.30634117,0.3308983,0.17186494,0.015667524,0.35773677,-0.016507043,-0.28706944,0.16219392,-0.13993602,0.3470317,0.13577037,0.0037904726
-0.103897415,-0.09967025,0.09334769,0.035110187,0.07851482,0.07503104,0.13910149,0.059736785,-0.089473024,-0.011624014,0.21945003,0.20886089,0.41753238,-0.27125394,-0.45012534,-0.12941828,-0.055887796,0.43383852,0.10423854,-0.02499232,0.037118327,-0.17085049,0.12636171,0.064662576,0.08940009,-0.07956731,-0.039889514,0.17638409,-0.11789615,0.13242543,0.110206656,-0.03253644,0.33854625,-0.11017712,-0.028453432,0.3207698,0.09189566,0.22263554,-0.33887398,-0.2144493,0.32217643,0.21721758,-0.38166744,0.18241605,-0.10341438,-0.002612712,-0.071416914,0.07524752,-0.047960408,-0.1745928,-0.37000436,-0.28807065,-0.10095298,0.31659585,-0.50561666,0.2886821,0.36526468,0.29556397,0.37989452,-0.2878981,-0.065046325,0.15907755,0.42625728,0.023797102
0.012330566,-0.03992564,0.13172616,-0.14263406,0.075089745,0.0066221906,-0.027932957,-0.011911556,-0.063933305,0.06788621,-0.02623061,0.026232079,0.20788689,-0.19322729,-0.26600802,-0.113224424,0.117001735,0.12767844,-0.049575884,0.06461719,0.015600503,-0.007195744,0.16724595,-0.008930764,-0.06059757,-0.14084415,-0.0086044585,0.12457628,-0.028356275,0.022495667,0.04375928,-0.08791678,0.17432845,-0.013306353,0.038963757,0.18581891,0.06929432,0.05241412,-0.2449255,-0.064919725,0.10461042,-0.0967364,-0.09819715,0.20396033,-0.02764794,-0.080814965,-0.1458608,-0.0038401443,-0.23431419,-0.1450678,-0.09538194,-0.083002105,0.051956374,0.13251811,-0.20643623,0.034632962,0.20973504,0.11340895,0.20706564,-0.14778168,-0.07928776,0.067235924,0.28926656,-0.011663848
0.011135191,-0.19374524,-0.33539337,0.08560473,-0.0361187,-0.2253284,-0.12506105,0.2810131,-0.37529865,0.28699476,0.09121174,-0.037931703,-0.09432798,0.003439992,-0.11203034,-0.24806316,-0.520999,0.27115014,0.1612392,-0.24219096,0.28097746,0.0907027,-0.021101177,0.45617256,0.33777183,0.3642772,-0.18592946,0.1565997,-0.10950493,0.5153326,-0.29318,0.013532997,-0.38961813,-0.423747,-0.54798025,0.31872362,-0.1291338,0.37050483,-0.054664157,-0.55761576,0.24832718,-0.015674222,-0.17297238,-0.19003752,-0.083083816,0.08526585,0.124779254,-0.023647176,0.12860002,-0.16163045,-0.018262008,-0.008614002,0.019235885,0.6611527,-0.14594409,0.42873538,0.52132434,-0.019096794,-0.26529333,-0.044370838,-0.22590294,0.34015658,0.4393486,-0.05031708
